,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
34911,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,843,1,PMT2,self,mismatch
36411,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,814,1,PMT2,self,mismatch
36611,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,732,1,PMT2,self,mismatch
36811,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,802,1,PMT2,self,mismatch
33411,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,square,label_you,6,label_you,m,839,1,PMT2,friend,mismatch
34711,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,square,label_you,6,label_you,m,774,1,PMT2,friend,mismatch
35811,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,square,label_you,6,label_you,m,773,1,PMT2,friend,mismatch
35911,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,square,label_you,6,label_you,m,619,1,PMT2,friend,mismatch
37011,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,square,label_you,6,label_you,m,797,1,PMT2,friend,mismatch
37411,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,square,label_you,6,label_you,m,677,1,PMT2,friend,mismatch
33811,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,kite,label_1,7,label_1,m,1007,1,PMT2,9,mismatch
34115,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,kite,label_1,7,label_1,m,777,1,PMT2,9,mismatch
35411,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,kite,label_1,7,label_1,m,874,1,PMT2,9,mismatch
36213,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,kite,label_1,7,label_1,m,741,1,PMT2,9,mismatch
36711,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,kite,label_1,7,label_1,m,770,1,PMT2,9,mismatch
37811,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,kite,label_1,7,label_1,m,751,1,PMT2,9,mismatch
34411,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,trapeze,label_9,8,label_9,m,923,1,PMT2,1,mismatch
34811,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,trapeze,label_9,8,label_9,m,729,1,PMT2,1,mismatch
35011,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,trapeze,label_9,8,label_9,m,722,1,PMT2,1,mismatch
36311,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,trapeze,label_9,8,label_9,m,993,1,PMT2,1,mismatch
37711,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,trapeze,label_9,8,label_9,m,839,1,PMT2,1,mismatch
37911,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,trapeze,label_9,8,label_9,m,821,1,PMT2,1,mismatch
38811,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,pentagon,-,5,-,Y9_h,564,1,RG_congruent,self,congruent
40115,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,pentagon,-,5,-,Y9_h,628,1,RG_congruent,self,congruent
41011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,pentagon,-,5,-,Y9_h,530,1,RG_congruent,self,congruent
41611,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,pentagon,-,5,-,Y9_h,607,1,RG_congruent,self,congruent
41711,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,pentagon,-,5,-,Y9_h,499,1,RG_congruent,self,congruent
41811,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,pentagon,-,5,-,Y9_h,477,1,RG_congruent,self,congruent
42511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,pentagon,-,5,-,Y9_h,534,1,RG_congruent,self,congruent
43213,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,pentagon,-,5,-,Y9_h,509,1,RG_congruent,self,congruent
43311,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,pentagon,-,5,-,Y9_h,508,1,RG_congruent,self,congruent
43811,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,pentagon,-,5,-,Y9_h,574,1,RG_congruent,self,congruent
44711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,pentagon,-,5,-,Y9_h,493,1,RG_congruent,self,congruent
45011,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,pentagon,-,5,-,Y9_h,575,1,RG_congruent,self,congruent
45811,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,pentagon,-,5,-,Y9_h,571,1,RG_congruent,self,congruent
45911,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,pentagon,-,5,-,Y9_h,524,1,RG_congruent,self,congruent
46311,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,pentagon,-,5,-,Y9_h,554,1,RG_congruent,self,congruent
46611,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,pentagon,-,5,-,Y9_h,541,1,RG_congruent,self,congruent
47511,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,pentagon,-,5,-,Y9_h,628,1,RG_congruent,self,congruent
47811,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,pentagon,-,5,-,Y9_h,559,1,RG_congruent,self,congruent
48011,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,pentagon,-,5,-,Y9_h,541,1,RG_congruent,self,congruent
48611,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,pentagon,-,5,-,Y9_h,538,1,RG_congruent,self,congruent
50411,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,pentagon,-,5,-,Y9_h,545,1,RG_congruent,self,congruent
51011,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,pentagon,-,5,-,Y9_h,643,1,RG_congruent,self,congruent
51511,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,pentagon,-,5,-,Y9_h,587,1,RG_congruent,self,congruent
51711,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,pentagon,-,5,-,Y9_h,494,1,RG_congruent,self,congruent
52115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,pentagon,-,5,-,Y9_h,533,1,RG_congruent,self,congruent
53011,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,pentagon,-,5,-,Y9_h,658,1,RG_congruent,self,congruent
53811,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,pentagon,-,5,-,Y9_h,600,1,RG_congruent,self,congruent
55711,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,pentagon,-,5,-,Y9_h,551,1,RG_congruent,self,congruent
55911,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,pentagon,-,5,-,Y9_h,526,1,RG_congruent,self,congruent
56115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,pentagon,-,5,-,Y9_h,498,1,RG_congruent,self,congruent
38411,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,square,-,6,-,Y9_h,507,1,RG_congruent,friend,congruent
39411,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,square,-,6,-,Y9_h,507,1,RG_congruent,friend,congruent
40311,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,square,-,6,-,Y9_h,491,1,RG_congruent,friend,congruent
41213,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,square,-,6,-,Y9_h,576,1,RG_congruent,friend,congruent
41511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,square,-,6,-,Y9_h,714,1,RG_congruent,friend,congruent
42011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,square,-,6,-,Y9_h,706,1,RG_congruent,friend,congruent
42311,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,square,-,6,-,Y9_h,599,1,RG_congruent,friend,congruent
42411,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,square,-,6,-,Y9_h,569,1,RG_congruent,friend,congruent
42911,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,square,-,6,-,Y9_h,515,1,RG_congruent,friend,congruent
43511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,square,-,6,-,Y9_h,594,1,RG_congruent,friend,congruent
44511,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,square,-,6,-,Y9_h,436,1,RG_congruent,friend,congruent
45115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,square,-,6,-,Y9_h,628,1,RG_congruent,friend,congruent
45511,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,square,-,6,-,Y9_h,572,1,RG_congruent,friend,congruent
47213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,square,-,6,-,Y9_h,559,1,RG_congruent,friend,congruent
47911,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,square,-,6,-,Y9_h,575,1,RG_congruent,friend,congruent
48311,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,square,-,6,-,Y9_h,533,1,RG_congruent,friend,congruent
49115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,square,-,6,-,Y9_h,569,1,RG_congruent,friend,congruent
49411,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,square,-,6,-,Y9_h,573,1,RG_congruent,friend,congruent
49511,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,square,-,6,-,Y9_h,739,1,RG_congruent,friend,congruent
49711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,square,-,6,-,Y9_h,551,1,RG_congruent,friend,congruent
51115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,square,-,6,-,Y9_h,731,1,RG_congruent,friend,congruent
51213,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,square,-,6,-,Y9_h,474,1,RG_congruent,friend,congruent
51811,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,square,-,6,-,Y9_h,513,1,RG_congruent,friend,congruent
53511,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,square,-,6,-,Y9_h,680,1,RG_congruent,friend,congruent
53911,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,square,-,6,-,Y9_h,533,1,RG_congruent,friend,congruent
54311,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,square,-,6,-,Y9_h,662,1,RG_congruent,friend,congruent
54611,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,square,-,6,-,Y9_h,469,1,RG_congruent,friend,congruent
55213,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,square,-,6,-,Y9_h,647,1,RG_congruent,friend,congruent
55411,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,square,-,6,-,Y9_h,566,1,RG_congruent,friend,congruent
56213,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,square,-,6,-,Y9_h,701,1,RG_congruent,friend,congruent
38511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,kite,-,7,-,Y9_h,542,1,RG_congruent,9,congruent
38611,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,kite,-,7,-,Y9_h,589,1,RG_congruent,9,congruent
39711,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,kite,-,7,-,Y9_h,573,1,RG_congruent,9,congruent
39811,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,kite,-,7,-,Y9_h,481,1,RG_congruent,9,congruent
39911,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,kite,-,7,-,Y9_h,451,1,RG_congruent,9,congruent
40511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,kite,-,7,-,Y9_h,530,1,RG_congruent,9,congruent
40911,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,kite,-,7,-,Y9_h,642,1,RG_congruent,9,congruent
42213,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,kite,-,7,-,Y9_h,635,0,RG_congruent,9,congruent
43411,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,kite,-,7,-,Y9_h,551,1,RG_congruent,9,congruent
43711,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,kite,-,7,-,Y9_h,628,1,RG_congruent,9,congruent
45411,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,kite,-,7,-,Y9_h,580,1,RG_congruent,9,congruent
46115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,kite,-,7,-,Y9_h,596,1,RG_congruent,9,congruent
46711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,kite,-,7,-,Y9_h,786,1,RG_congruent,9,congruent
47115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,kite,-,7,-,Y9_h,600,1,RG_congruent,9,congruent
47311,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,kite,-,7,-,Y9_h,604,1,RG_congruent,9,congruent
47411,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,kite,-,7,-,Y9_h,475,1,RG_congruent,9,congruent
48811,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,kite,-,7,-,Y9_h,631,1,RG_congruent,9,congruent
49311,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,kite,-,7,-,Y9_h,534,1,RG_congruent,9,congruent
50115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,kite,-,7,-,Y9_h,669,1,RG_congruent,9,congruent
50213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,kite,-,7,-,Y9_h,592,1,RG_congruent,9,congruent
50611,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,kite,-,7,-,Y9_h,770,1,RG_congruent,9,congruent
51311,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,kite,-,7,-,Y9_h,553,1,RG_congruent,9,congruent
51611,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,kite,-,7,-,Y9_h,550,1,RG_congruent,9,congruent
52213,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,kite,-,7,-,Y9_h,514,1,RG_congruent,9,congruent
52911,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,kite,-,7,-,Y9_h,573,0,RG_congruent,9,congruent
53115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,kite,-,7,-,Y9_h,510,1,RG_congruent,9,congruent
53311,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,kite,-,7,-,Y9_h,466,1,RG_congruent,9,congruent
54011,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,kite,-,7,-,Y9_h,590,1,RG_congruent,9,congruent
55115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,kite,-,7,-,Y9_h,497,1,RG_congruent,9,congruent
56011,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,kite,-,7,-,Y9_h,693,1,RG_congruent,9,congruent
38311,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,trapeze,-,8,-,Y9_h,649,1,RG_congruent,1,congruent
39213,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,trapeze,-,8,-,Y9_h,551,1,RG_congruent,1,congruent
39511,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,trapeze,-,8,-,Y9_h,564,1,RG_congruent,1,congruent
40011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,trapeze,-,8,-,Y9_h,549,1,RG_congruent,1,congruent
41115,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,trapeze,-,8,-,Y9_h,637,1,RG_congruent,1,congruent
41311,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,trapeze,-,8,-,Y9_h,617,1,RG_congruent,1,congruent
41411,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400,trapeze,-,8,-,Y9_h,453,1,RG_congruent,1,congruent
42711,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,trapeze,-,8,-,Y9_h,566,1,RG_congruent,1,congruent
43011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,trapeze,-,8,-,Y9_h,535,1,RG_congruent,1,congruent
44011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,-400,trapeze,-,8,-,Y9_h,614,1,RG_congruent,1,congruent
44411,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,trapeze,-,8,-,Y9_h,494,1,RG_congruent,1,congruent
44811,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,trapeze,-,8,-,Y9_h,569,1,RG_congruent,1,congruent
45213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,trapeze,-,8,-,Y9_h,569,1,RG_congruent,1,congruent
45611,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,trapeze,-,8,-,Y9_h,561,1,RG_congruent,1,congruent
46511,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,trapeze,-,8,-,Y9_h,550,1,RG_congruent,1,congruent
46911,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,trapeze,-,8,-,Y9_h,636,1,RG_congruent,1,congruent
48115,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,trapeze,-,8,-,Y9_h,546,1,RG_congruent,1,congruent
48213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,trapeze,-,8,-,Y9_h,496,1,RG_congruent,1,congruent
48711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400,trapeze,-,8,-,Y9_h,597,1,RG_congruent,1,congruent
49611,15,12,23,male,High school or equivalent ,right-handed,RG2,2,-400,trapeze,-,8,-,Y9_h,666,1,RG_congruent,1,congruent
50511,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,trapeze,-,8,-,Y9_h,626,1,RG_congruent,1,congruent
50911,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,trapeze,-,8,-,Y9_h,604,1,RG_congruent,1,congruent
52511,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,trapeze,-,8,-,Y9_h,580,1,RG_congruent,1,congruent
52811,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,trapeze,-,8,-,Y9_h,582,1,RG_congruent,1,congruent
53611,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,trapeze,-,8,-,Y9_h,662,1,RG_congruent,1,congruent
53711,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,trapeze,-,8,-,Y9_h,570,1,RG_congruent,1,congruent
54115,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,trapeze,-,8,-,Y9_h,670,1,RG_congruent,1,congruent
54711,15,12,23,male,High school or equivalent ,right-handed,RG2,3,-400,trapeze,-,8,-,Y9_h,565,1,RG_congruent,1,congruent
55311,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,trapeze,-,8,-,Y9_h,642,1,RG_congruent,1,congruent
55511,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400,trapeze,-,8,-,Y9_h,604,1,RG_congruent,1,congruent
38911,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,pentagon,kite,5,7,Y9_h,708,1,RG_congruent,self9,congruent
39115,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,pentagon,kite,5,7,Y9_h,719,1,RG_congruent,self9,congruent
40711,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,pentagon,kite,5,7,Y9_h,688,1,RG_congruent,self9,congruent
42115,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,pentagon,kite,5,7,Y9_h,579,1,RG_congruent,self9,congruent
43611,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,pentagon,kite,5,7,Y9_h,551,1,RG_congruent,self9,congruent
45711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400; -400,pentagon,kite,5,7,Y9_h,632,1,RG_congruent,self9,congruent
46213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400; -400,pentagon,kite,5,7,Y9_h,637,1,RG_congruent,self9,congruent
47611,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400; -400,pentagon,kite,5,7,Y9_h,564,1,RG_congruent,self9,congruent
47711,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400; -400,pentagon,kite,5,7,Y9_h,552,1,RG_congruent,self9,congruent
49213,15,12,23,male,High school or equivalent ,right-handed,RG2,2,400; -400,pentagon,kite,5,7,Y9_h,654,1,RG_congruent,self9,congruent
51911,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400; -400,pentagon,kite,5,7,Y9_h,632,1,RG_congruent,self9,congruent
52311,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400; -400,pentagon,kite,5,7,Y9_h,601,1,RG_congruent,self9,congruent
52411,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400; -400,pentagon,kite,5,7,Y9_h,534,1,RG_congruent,self9,congruent
52711,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400; -400,pentagon,kite,5,7,Y9_h,655,1,RG_congruent,self9,congruent
54213,15,12,23,male,High school or equivalent ,right-handed,RG2,3,400; -400,pentagon,kite,5,7,Y9_h,543,1,RG_congruent,self9,congruent
39011,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,kite,pentagon,7,5,Y9_h,599,1,RG_congruent,9self,congruent
40811,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,kite,pentagon,7,5,Y9_h,586,1,RG_congruent,9self,congruent
42611,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,kite,pentagon,7,5,Y9_h,657,1,RG_congruent,9self,congruent
43115,15,12,23,male,High school or equivalent ,right-handed,RG2,1,400; -400,kite,pentagon,7,5,Y9_h,658,1,RG_congruent,9self,congruent
