,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
10029,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1289,1,RG_congruent,1friend,congruent
11029,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1063,1,RG_congruent,1friend,congruent
12929,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1107,1,RG_congruent,1friend,congruent
13429,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1088,1,RG_congruent,1friend,congruent
14029,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1484,1,RG_congruent,1friend,congruent
15729,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1486,1,RG_congruent,1friend,congruent
15829,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,801,1,RG_congruent,1friend,congruent
16929,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,726,1,RG_congruent,1friend,congruent
17929,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1034,1,RG_congruent,1friend,congruent
20929,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1078,1,RG_congruent,1friend,congruent
22729,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1280,1,RG_congruent,1friend,congruent
23329,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1123,1,RG_congruent,1friend,congruent
24231,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,831,1,RG_congruent,1friend,congruent
25429,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,724,1,RG_congruent,1friend,congruent
87291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,trapeze,pentagon,2,4,Y9_h,998,1,RG_congruent,friend1,congruent
95291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,trapeze,pentagon,2,4,Y9_h,1065,1,RG_congruent,friend1,congruent
116291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,trapeze,pentagon,2,4,Y9_h,1393,1,RG_congruent,friend1,congruent
124291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,trapeze,pentagon,2,4,Y9_h,1127,0,RG_congruent,friend1,congruent
137291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,trapeze,pentagon,2,4,Y9_h,1302,1,RG_congruent,friend1,congruent
139291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,trapeze,pentagon,2,4,Y9_h,1234,1,RG_congruent,friend1,congruent
145291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,trapeze,pentagon,2,4,Y9_h,1166,1,RG_congruent,friend1,congruent
151371,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,trapeze,pentagon,2,4,Y9_h,1091,1,RG_congruent,friend1,congruent
170291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,trapeze,pentagon,2,4,Y9_h,1036,1,RG_congruent,friend1,congruent
190291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,trapeze,pentagon,2,4,Y9_h,1222,1,RG_congruent,friend1,congruent
200291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,trapeze,pentagon,2,4,Y9_h,1312,1,RG_congruent,friend1,congruent
216291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,trapeze,pentagon,2,4,Y9_h,1257,1,RG_congruent,friend1,congruent
240291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,trapeze,pentagon,2,4,Y9_h,1054,1,RG_congruent,friend1,congruent
249291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,trapeze,pentagon,2,4,Y9_h,897,1,RG_congruent,friend1,congruent
251371,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,trapeze,pentagon,2,4,Y9_h,804,1,RG_congruent,friend1,congruent
89291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,828,1,RG_congruent,1friend,congruent
100291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1289,1,RG_congruent,1friend,congruent
110291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1063,1,RG_congruent,1friend,congruent
129291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1107,1,RG_congruent,1friend,congruent
134291,19,30,67,male,Bachelor degree,right-handed,RG1,1,400; -400,pentagon,trapeze,4,2,Y9_h,1088,1,RG_congruent,1friend,congruent
140291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1484,1,RG_congruent,1friend,congruent
157291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1486,1,RG_congruent,1friend,congruent
158291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,801,1,RG_congruent,1friend,congruent
169291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,726,1,RG_congruent,1friend,congruent
179291,19,30,67,male,Bachelor degree,right-handed,RG1,2,400; -400,pentagon,trapeze,4,2,Y9_h,1034,1,RG_congruent,1friend,congruent
209291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1078,1,RG_congruent,1friend,congruent
227291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1280,1,RG_congruent,1friend,congruent
233291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,1123,1,RG_congruent,1friend,congruent
242311,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,831,1,RG_congruent,1friend,congruent
254291,19,30,67,male,Bachelor degree,right-handed,RG1,3,400; -400,pentagon,trapeze,4,2,Y9_h,724,1,RG_congruent,1friend,congruent
38829,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,rhomboid,-,5,-,Y1_k,537,1,RG_incongruent,self,incongruent
38929,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,rhomboid,-,5,-,Y1_k,467,1,RG_incongruent,self,incongruent
39137,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,rhomboid,-,5,-,Y1_k,453,1,RG_incongruent,self,incongruent
39329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,rhomboid,-,5,-,Y1_k,523,1,RG_incongruent,self,incongruent
40529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,rhomboid,-,5,-,Y1_k,560,1,RG_incongruent,self,incongruent
40929,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,rhomboid,-,5,-,Y1_k,637,1,RG_incongruent,self,incongruent
41137,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,rhomboid,-,5,-,Y1_k,654,1,RG_incongruent,self,incongruent
41929,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,rhomboid,-,5,-,Y1_k,532,1,RG_incongruent,self,incongruent
42729,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,rhomboid,-,5,-,Y1_k,589,1,RG_incongruent,self,incongruent
43429,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,rhomboid,-,5,-,Y1_k,509,1,RG_incongruent,self,incongruent
44529,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,rhomboid,-,5,-,Y1_k,494,1,RG_incongruent,self,incongruent
44729,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,rhomboid,-,5,-,Y1_k,832,1,RG_incongruent,self,incongruent
45429,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,rhomboid,-,5,-,Y1_k,775,1,RG_incongruent,self,incongruent
46829,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,rhomboid,-,5,-,Y1_k,561,1,RG_incongruent,self,incongruent
47629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,rhomboid,-,5,-,Y1_k,457,1,RG_incongruent,self,incongruent
47729,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,rhomboid,-,5,-,Y1_k,589,1,RG_incongruent,self,incongruent
48429,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,rhomboid,-,5,-,Y1_k,486,1,RG_incongruent,self,incongruent
48529,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,rhomboid,-,5,-,Y1_k,561,1,RG_incongruent,self,incongruent
48829,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,rhomboid,-,5,-,Y1_k,452,1,RG_incongruent,self,incongruent
50029,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,rhomboid,-,5,-,Y1_k,414,1,RG_incongruent,self,incongruent
50329,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,rhomboid,-,5,-,Y1_k,549,1,RG_incongruent,self,incongruent
50629,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,rhomboid,-,5,-,Y1_k,591,1,RG_incongruent,self,incongruent
51231,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,rhomboid,-,5,-,Y1_k,681,1,RG_incongruent,self,incongruent
52029,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,rhomboid,-,5,-,Y1_k,655,1,RG_incongruent,self,incongruent
52529,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,rhomboid,-,5,-,Y1_k,542,1,RG_incongruent,self,incongruent
53137,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,rhomboid,-,5,-,Y1_k,510,1,RG_incongruent,self,incongruent
53231,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,rhomboid,-,5,-,Y1_k,581,1,RG_incongruent,self,incongruent
53929,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,rhomboid,-,5,-,Y1_k,529,1,RG_incongruent,self,incongruent
54029,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,rhomboid,-,5,-,Y1_k,490,1,RG_incongruent,self,incongruent
55729,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,rhomboid,-,5,-,Y1_k,473,1,RG_incongruent,self,incongruent
39231,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,triangle,-,6,-,Y1_k,693,1,RG_incongruent,friend,incongruent
39729,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,triangle,-,6,-,Y1_k,716,1,RG_incongruent,friend,incongruent
39929,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,triangle,-,6,-,Y1_k,770,1,RG_incongruent,friend,incongruent
40137,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,triangle,-,6,-,Y1_k,707,1,RG_incongruent,friend,incongruent
40329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,triangle,-,6,-,Y1_k,656,1,RG_incongruent,friend,incongruent
40729,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,triangle,-,6,-,Y1_k,671,1,RG_incongruent,friend,incongruent
41231,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,triangle,-,6,-,Y1_k,667,1,RG_incongruent,friend,incongruent
42231,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,triangle,-,6,-,Y1_k,593,1,RG_incongruent,friend,incongruent
42529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,triangle,-,6,-,Y1_k,730,1,RG_incongruent,friend,incongruent
43929,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,triangle,-,6,-,Y1_k,499,1,RG_incongruent,friend,incongruent
44329,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,triangle,-,6,-,Y1_k,880,1,RG_incongruent,friend,incongruent
44629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,triangle,-,6,-,Y1_k,704,1,RG_incongruent,friend,incongruent
44929,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,triangle,-,6,-,Y1_k,656,1,RG_incongruent,friend,incongruent
45329,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,triangle,-,6,-,Y1_k,585,1,RG_incongruent,friend,incongruent
45829,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,triangle,-,6,-,Y1_k,555,1,RG_incongruent,friend,incongruent
46029,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,triangle,-,6,-,Y1_k,577,1,RG_incongruent,friend,incongruent
46231,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,triangle,-,6,-,Y1_k,592,1,RG_incongruent,friend,incongruent
46729,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,triangle,-,6,-,Y1_k,682,1,RG_incongruent,friend,incongruent
48231,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,triangle,-,6,-,Y1_k,660,1,RG_incongruent,friend,incongruent
48929,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,triangle,-,6,-,Y1_k,528,1,RG_incongruent,friend,incongruent
50829,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,triangle,-,6,-,Y1_k,713,1,RG_incongruent,friend,incongruent
51029,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,triangle,-,6,-,Y1_k,598,1,RG_incongruent,friend,incongruent
51929,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,triangle,-,6,-,Y1_k,600,1,RG_incongruent,friend,incongruent
52629,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,triangle,-,6,-,Y1_k,644,1,RG_incongruent,friend,incongruent
52729,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,triangle,-,6,-,Y1_k,589,1,RG_incongruent,friend,incongruent
53529,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,triangle,-,6,-,Y1_k,679,1,RG_incongruent,friend,incongruent
53829,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,triangle,-,6,-,Y1_k,672,1,RG_incongruent,friend,incongruent
54429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,triangle,-,6,-,Y1_k,635,1,RG_incongruent,friend,incongruent
54729,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,triangle,-,6,-,Y1_k,612,1,RG_incongruent,friend,incongruent
55629,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,triangle,-,6,-,Y1_k,572,1,RG_incongruent,friend,incongruent
39429,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,diamond,-,7,-,Y1_k,787,1,RG_incongruent,9,incongruent
40429,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,diamond,-,7,-,Y1_k,946,1,RG_incongruent,9,incongruent
40829,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,diamond,-,7,-,Y1_k,969,1,RG_incongruent,9,incongruent
41029,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,diamond,-,7,-,Y1_k,626,1,RG_incongruent,9,incongruent
41729,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,diamond,-,7,-,Y1_k,794,1,RG_incongruent,9,incongruent
42929,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,diamond,-,7,-,Y1_k,588,1,RG_incongruent,9,incongruent
43329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,diamond,-,7,-,Y1_k,682,1,RG_incongruent,9,incongruent
43629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,diamond,-,7,-,Y1_k,692,1,RG_incongruent,9,incongruent
44137,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,diamond,-,7,-,Y1_k,549,1,RG_incongruent,9,incongruent
44231,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,diamond,-,7,-,Y1_k,576,1,RG_incongruent,9,incongruent
44429,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,diamond,-,7,-,Y1_k,804,1,RG_incongruent,9,incongruent
45029,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,diamond,-,7,-,Y1_k,969,1,RG_incongruent,9,incongruent
47231,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,diamond,-,7,-,Y1_k,666,1,RG_incongruent,9,incongruent
47529,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,diamond,-,7,-,Y1_k,465,1,RG_incongruent,9,incongruent
47929,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,diamond,-,7,-,Y1_k,597,1,RG_incongruent,9,incongruent
48029,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,diamond,-,7,-,Y1_k,622,1,RG_incongruent,9,incongruent
49029,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,diamond,-,7,-,Y1_k,778,1,RG_incongruent,9,incongruent
49529,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,diamond,-,7,-,Y1_k,807,1,RG_incongruent,9,incongruent
49629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,diamond,-,7,-,Y1_k,782,1,RG_incongruent,9,incongruent
49729,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,diamond,-,7,-,Y1_k,796,1,RG_incongruent,9,incongruent
50429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,diamond,-,7,-,Y1_k,693,1,RG_incongruent,9,incongruent
50929,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,diamond,-,7,-,Y1_k,595,1,RG_incongruent,9,incongruent
51329,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,diamond,-,7,-,Y1_k,632,1,RG_incongruent,9,incongruent
51629,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,diamond,-,7,-,Y1_k,675,1,RG_incongruent,9,incongruent
52329,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,diamond,-,7,-,Y1_k,589,1,RG_incongruent,9,incongruent
52929,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,diamond,-,7,-,Y1_k,642,1,RG_incongruent,9,incongruent
53329,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,diamond,-,7,-,Y1_k,564,1,RG_incongruent,9,incongruent
54137,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,diamond,-,7,-,Y1_k,599,1,RG_incongruent,9,incongruent
54829,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,diamond,-,7,-,Y1_k,552,1,RG_incongruent,9,incongruent
56137,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,diamond,-,7,-,Y1_k,540,1,RG_incongruent,9,incongruent
38329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,octagon,-,8,-,Y1_k,1065,1,RG_incongruent,1,incongruent
39029,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,octagon,-,8,-,Y1_k,565,0,RG_incongruent,1,incongruent
39629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,octagon,-,8,-,Y1_k,581,1,RG_incongruent,1,incongruent
39829,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,octagon,-,8,-,Y1_k,745,1,RG_incongruent,1,incongruent
40629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,octagon,-,8,-,Y1_k,750,1,RG_incongruent,1,incongruent
41429,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,octagon,-,8,-,Y1_k,542,0,RG_incongruent,1,incongruent
41829,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,octagon,-,8,-,Y1_k,733,1,RG_incongruent,1,incongruent
42429,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,octagon,-,8,-,Y1_k,710,1,RG_incongruent,1,incongruent
42829,19,30,67,male,Bachelor degree,right-handed,RG2,1,-400,octagon,-,8,-,Y1_k,697,1,RG_incongruent,1,incongruent
43137,19,30,67,male,Bachelor degree,right-handed,RG2,1,400,octagon,-,8,-,Y1_k,777,1,RG_incongruent,1,incongruent
44829,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,octagon,-,8,-,Y1_k,906,0,RG_incongruent,1,incongruent
45137,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,octagon,-,8,-,Y1_k,627,1,RG_incongruent,1,incongruent
45231,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,octagon,-,8,-,Y1_k,516,1,RG_incongruent,1,incongruent
45629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,octagon,-,8,-,Y1_k,810,1,RG_incongruent,1,incongruent
47137,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,octagon,-,8,-,Y1_k,721,1,RG_incongruent,1,incongruent
48137,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,octagon,-,8,-,Y1_k,763,1,RG_incongruent,1,incongruent
48329,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,octagon,-,8,-,Y1_k,668,0,RG_incongruent,1,incongruent
48629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400,octagon,-,8,-,Y1_k,649,1,RG_incongruent,1,incongruent
48729,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,octagon,-,8,-,Y1_k,543,1,RG_incongruent,1,incongruent
49137,19,30,67,male,Bachelor degree,right-handed,RG2,2,-400,octagon,-,8,-,Y1_k,695,1,RG_incongruent,1,incongruent
50529,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,octagon,-,8,-,Y1_k,756,1,RG_incongruent,1,incongruent
51429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,octagon,-,8,-,Y1_k,498,1,RG_incongruent,1,incongruent
51729,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,octagon,-,8,-,Y1_k,824,1,RG_incongruent,1,incongruent
52429,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,octagon,-,8,-,Y1_k,754,1,RG_incongruent,1,incongruent
52829,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,octagon,-,8,-,Y1_k,640,1,RG_incongruent,1,incongruent
53629,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,octagon,-,8,-,Y1_k,776,1,RG_incongruent,1,incongruent
53729,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,octagon,-,8,-,Y1_k,572,1,RG_incongruent,1,incongruent
54929,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,octagon,-,8,-,Y1_k,548,1,RG_incongruent,1,incongruent
55029,19,30,67,male,Bachelor degree,right-handed,RG2,3,-400,octagon,-,8,-,Y1_k,540,1,RG_incongruent,1,incongruent
55137,19,30,67,male,Bachelor degree,right-handed,RG2,3,400,octagon,-,8,-,Y1_k,460,1,RG_incongruent,1,incongruent
38529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,721,1,RG_incongruent,self1,incongruent
40029,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,517,1,RG_incongruent,self1,incongruent
41329,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,660,1,RG_incongruent,self1,incongruent
43729,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,485,1,RG_incongruent,self1,incongruent
43829,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,475,1,RG_incongruent,self1,incongruent
45529,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,654,1,RG_incongruent,self1,incongruent
45729,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,563,1,RG_incongruent,self1,incongruent
46629,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,610,1,RG_incongruent,self1,incongruent
47029,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,506,1,RG_incongruent,self1,incongruent
49829,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,octagon,5,8,Y1_k,494,1,RG_incongruent,self1,incongruent
52138,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,551,1,RG_incongruent,self1,incongruent
54231,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,489,1,RG_incongruent,self1,incongruent
54629,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,470,1,RG_incongruent,self1,incongruent
55529,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,478,1,RG_incongruent,self1,incongruent
56029,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,octagon,5,8,Y1_k,467,1,RG_incongruent,self1,incongruent
38629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,571,1,RG_incongruent,1self,incongruent
38729,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,543,1,RG_incongruent,1self,incongruent
39529,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,694,1,RG_incongruent,1self,incongruent
42137,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,592,1,RG_incongruent,1self,incongruent
42629,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,octagon,rhomboid,8,5,Y1_k,617,1,RG_incongruent,1self,incongruent
45929,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,629,1,RG_incongruent,1self,incongruent
46329,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,677,1,RG_incongruent,1self,incongruent
46529,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,486,1,RG_incongruent,1self,incongruent
47829,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,524,1,RG_incongruent,1self,incongruent
49231,19,30,67,male,Bachelor degree,right-handed,RG2,2,400; -400,octagon,rhomboid,8,5,Y1_k,598,1,RG_incongruent,1self,incongruent
51140,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,544,1,RG_incongruent,1self,incongruent
51829,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,529,1,RG_incongruent,1self,incongruent
52231,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,527,1,RG_incongruent,1self,incongruent
54329,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,539,1,RG_incongruent,1self,incongruent
56231,19,30,67,male,Bachelor degree,right-handed,RG2,3,400; -400,octagon,rhomboid,8,5,Y1_k,504,1,RG_incongruent,1self,incongruent
385291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,721,1,RG_incongruent,self1,incongruent
400291,19,30,67,male,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,octagon,5,8,Y1_k,517,1,RG_incongruent,self1,incongruent
